DateTime;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
1082833200;3.5;1567.0;467.0;19.4;1280.0;177.0;661.0;134.0;1970.0;1476.0;23.4;39.7;1.1276
1082836800;3.4;1503.0;485.0;16.8;1203.0;162.0;651.0;126.0;1863.0;1502.0;21.2;50.8;1.2631
1082840400;2.0;1169.0;202.0;6.8;850.0;88.0;906.0;79.0;1584.0;873.0;15.6;73.5;1.2953
1082844000;1.1;1007.0;64.0;3.0;650.0;53.0;1157.0;54.0;1404.0;528.0;12.9;79.7;1.1774
1082847600;1.3;1004.0;71.0;3.2;667.0;68.0;1157.0;69.0;1365.0;492.0;11.5;76.9;1.0436
1082851200;1.2;967.0;84.0;3.1;661.0;61.0;1181.0;67.0;1321.0;463.0;12.2;66.8;0.9455
1082854800;1.3;984.0;70.0;3.9;707.0;71.0;1131.0;73.0;1359.0;494.0;12.4;64.1;0.9209
1082858400;1.0;931.0;61.0;3.6;689.0;63.0;1161.0;73.0;1317.0;503.0;12.7;58.7;0.8605
1082862000;1.3;966.0;92.0;4.5;737.0;-200.0;1083.0;-200.0;1363.0;581.0;12.6;58.6;0.8529
1082865600;-200.0;777.0;40.0;1.2;521.0;23.0;1535.0;33.0;1121.0;350.0;12.5;51.2;0.7374
1082869200;0.3;763.0;20.0;0.7;471.0;14.0;1783.0;20.0;1098.0;305.0;12.5;50.9;0.7346
1082872800;0.5;804.0;31.0;1.1;505.0;34.0;1718.0;37.0;1148.0;329.0;12.8;49.3;0.7285
1082876400;0.6;830.0;41.0;1.4;535.0;42.0;1496.0;50.0;1184.0;375.0;13.5;48.6;0.7487
1082880000;0.6;833.0;40.0;1.6;553.0;40.0;1476.0;45.0;1180.0;373.0;14.4;45.9;0.7476
1082883600;0.8;875.0;35.0;2.3;603.0;48.0;1370.0;48.0;1206.0;385.0;15.1;43.9;0.7487
1082887200;1.0;882.0;44.0;2.5;621.0;61.0;1346.0;56.0;1216.0;403.0;16.6;38.6;0.7236
1082890800;0.9;862.0;71.0;2.7;635.0;58.0;1320.0;58.0;1193.0;393.0;17.2;35.0;0.6789
1082894400;1.0;863.0;66.0;2.7;636.0;57.0;1290.0;52.0;1185.0;388.0;17.4;33.9;0.6683
1082898000;0.8;830.0;46.0;2.2;596.0;54.0;1389.0;52.0;1145.0;371.0;17.9;30.7;0.6234
1082901600;0.7;807.0;50.0;2.0;584.0;41.0;1488.0;44.0;1104.0;347.0;18.3;27.2;0.5675
1082905200;0.9;873.0;51.0;3.4;675.0;57.0;1343.0;59.0;1181.0;396.0;19.4;25.7;0.5738
1082908800;1.3;931.0;64.0;4.5;739.0;83.0;1274.0;74.0;1219.0;474.0;20.2;24.1;0.563
1082912400;1.4;918.0;138.0;4.7;748.0;81.0;1228.0;76.0;1219.0;505.0;19.6;24.9;0.5625
1082916000;1.5;1001.0;137.0;6.0;811.0;98.0;1122.0;83.0;1344.0;625.0;18.5;27.8;0.5843
1082919600;2.7;1169.0;303.0;11.7;1039.0;124.0;883.0;100.0;1550.0;941.0;17.8;30.3;0.6129
1082923200;2.5;1085.0;204.0;8.2;907.0;133.0;976.0;101.0;1419.0;893.0;16.6;34.0;0.6353
1082926800;1.4;940.0;95.0;5.1;769.0;100.0;1103.0;90.0;1310.0;731.0;15.5;37.0;0.6447
1082930400;2.8;1126.0;347.0;13.0;1083.0;116.0;875.0;93.0;1654.0;955.0;14.8;39.5;0.6595
1082934000;2.1;978.0;252.0;7.0;858.0;102.0;1013.0;79.0;1379.0;761.0;14.5;42.0;0.6896
1082937600;1.1;893.0;66.0;3.9;703.0;55.0;1192.0;57.0;1283.0;515.0;14.1;44.9;0.7206
1082941200;0.7;838.0;45.0;2.2;601.0;33.0;1361.0;43.0;1220.0;434.0;14.2;45.5;0.7333
1082944800;0.4;803.0;36.0;1.3;527.0;17.0;1513.0;25.0;1152.0;369.0;14.1;45.3;0.7247
1082948400;0.3;775.0;26.0;0.8;477.0;-200.0;1722.0;-200.0;1115.0;335.0;14.0;44.3;0.7038
1082952000;-200.0;767.0;17.0;0.6;454.0;10.0;1826.0;17.0;1091.0;319.0;14.1;43.0;0.689
1082955600;0.4;809.0;21.0;1.2;521.0;35.0;1575.0;44.0;1158.0;378.0;13.9;43.9;0.6923
1082959200;0.8;898.0;60.0;3.4;676.0;70.0;1271.0;72.0;1307.0;517.0;14.0;43.8;0.6959
1082962800;1.9;1053.0;155.0;7.5;880.0;116.0;982.0;91.0;1464.0;786.0;14.4;43.6;0.7113
1082966400;2.1;1033.0;235.0;8.9;934.0;134.0;917.0;89.0;1490.0;844.0;15.0;41.7;0.7093
1082970000;1.4;941.0;89.0;5.3;780.0;113.0;1080.0;84.0;1343.0;720.0;16.3;38.4;0.7052
1082973600;1.4;941.0;76.0;5.4;782.0;110.0;1102.0;83.0;1328.0;668.0;18.3;32.3;0.676
1082977200;1.3;917.0;101.0;5.2;772.0;98.0;1098.0;78.0;1311.0;605.0;18.8;31.7;0.6821
1082980800;1.5;977.0;109.0;6.6;837.0;96.0;1038.0;80.0;1413.0;646.0;19.6;30.9;0.6968
1082984400;1.6;994.0;143.0;6.9;851.0;95.0;1018.0;75.0;1436.0;640.0;20.2;30.7;0.7176
1082988000;1.3;942.0;104.0;5.4;785.0;86.0;1065.0;77.0;1365.0;571.0;19.7;32.5;0.7396
1082991600;1.4;981.0;107.0;6.0;810.0;86.0;1060.0;77.0;1395.0;605.0;20.7;31.6;0.7602
1082995200;1.5;984.0;133.0;6.4;832.0;91.0;1034.0;81.0;1410.0;636.0;20.0;32.7;0.7545
1082998800;2.2;1116.0;171.0;10.7;1003.0;119.0;864.0;101.0;1625.0;886.0;18.6;35.4;0.7535
1083002400;3.2;1181.0;405.0;13.9;1114.0;147.0;787.0;119.0;1685.0;1032.0;18.3;35.9;0.7501
1083006000;3.0;1163.0;334.0;12.5;1068.0;135.0;811.0;111.0;1616.0;977.0;17.8;37.5;0.7568
1083009600;2.6;1081.0;236.0;9.3;950.0;124.0;907.0;109.0;1496.0;924.0;17.3;38.8;0.7584
1083013200;1.6;1017.0;99.0;6.7;842.0;89.0;1000.0;101.0;1441.0;846.0;17.3;38.8;0.7596
1083016800;1.5;966.0;93.0;5.3;778.0;79.0;1057.0;89.0;1359.0;755.0;16.4;40.8;0.7542
1083020400;1.2;924.0;82.0;4.0;709.0;63.0;1158.0;75.0;1318.0;610.0;16.0;41.4;0.7487
1083024000;0.8;861.0;51.0;2.2;601.0;39.0;1351.0;51.0;1225.0;439.0;15.4;43.0;0.7482
1083027600;0.7;826.0;41.0;1.7;560.0;25.0;1424.0;39.0;1197.0;402.0;15.7;42.5;0.7539
1083031200;0.5;846.0;31.0;1.6;557.0;19.0;1385.0;32.0;1212.0;406.0;15.6;43.4;0.7651
1083034800;0.5;842.0;41.0;1.5;545.0;-200.0;1423.0;-200.0;1224.0;424.0;15.2;45.8;0.7864
1083038400;-200.0;909.0;41.0;2.5;617.0;34.0;1236.0;49.0;1302.0;558.0;14.7;49.9;0.828
1083042000;0.7;930.0;38.0;3.3;670.0;58.0;1143.0;68.0;1339.0;746.0;15.5;47.3;0.8282
1083045600;1.4;1120.0;111.0;8.9;935.0;112.0;843.0;76.0;1593.0;1126.0;14.4;53.1;0.8677
1083049200;4.1;1518.0;584.0;23.4;1389.0;314.0;589.0;122.0;2101.0;1703.0;15.9;48.5;0.8704
1083052800;4.6;1461.0;633.0;23.8;1398.0;240.0;630.0;129.0;2050.0;1628.0;18.1;40.3;0.8294
1083056400;1.9;1075.0;145.0;7.9;896.0;128.0;938.0;94.0;1487.0;936.0;19.6;35.9;0.81
1083060000;1.9;1061.0;155.0;8.2;908.0;141.0;968.0;99.0;1455.0;890.0;22.8;29.1;0.796
1083063600;1.7;1066.0;128.0;8.8;931.0;118.0;979.0;81.0;1474.0;757.0;24.8;25.3;0.7793
1083067200;2.4;1179.0;255.0;14.6;1137.0;132.0;829.0;87.0;1651.0;949.0;27.2;22.0;0.7785
1083070800;3.0;1251.0;411.0;18.0;1238.0;150.0;773.0;107.0;1779.0;1109.0;28.2;20.4;0.7677
1083074400;2.0;1120.0;173.0;12.0;1048.0;121.0;898.0;95.0;1560.0;870.0;25.4;24.2;0.7733
1083078000;2.7;1187.0;277.0;14.8;1142.0;149.0;840.0;110.0;1651.0;1011.0;25.7;23.8;0.7737
1083081600;2.2;1145.0;259.0;12.5;1066.0;120.0;903.0;99.0;1592.0;885.0;27.2;22.1;0.7811
1083085200;2.9;1215.0;274.0;15.5;1164.0;155.0;817.0;113.0;1689.0;1015.0;27.0;22.3;0.786
1083088800;3.4;1317.0;377.0;17.7;1231.0;172.0;766.0;127.0;1798.0;1155.0;24.5;27.8;0.8433
1083092400;3.9;1388.0;457.0;21.6;1341.0;177.0;702.0;131.0;1955.0;1315.0;23.7;30.2;0.8718
1083096000;3.6;1295.0;555.0;18.9;1266.0;181.0;716.0;137.0;1849.0;1359.0;21.5;34.5;0.8746
1083099600;2.5;1153.0;279.0;12.5;1066.0;135.0;811.0;122.0;1651.0;1194.0;19.9;37.8;0.8675
1083103200;1.8;1078.0;137.0;8.8;932.0;99.0;905.0;100.0;1511.0;951.0;18.9;40.6;0.8771
1083106800;2.0;1133.0;203.0;10.9;1012.0;111.0;806.0;108.0;1608.0;1054.0;17.9;43.5;0.884
1083110400;1.3;1055.0;101.0;8.0;899.0;72.0;880.0;83.0;1504.0;980.0;17.4;46.3;0.9112
1083114000;1.0;953.0;86.0;4.4;735.0;54.0;999.0;74.0;1396.0;898.0;18.1;44.7;0.9186
1083117600;0.6;892.0;51.0;2.8;639.0;41.0;1139.0;64.0;1359.0;803.0;16.5;50.1;0.9331
1083121200;0.6;895.0;47.0;2.7;632.0;-200.0;1167.0;-200.0;1347.0;684.0;14.2;56.9;0.9141
1083124800;-200.0;859.0;35.0;2.2;602.0;24.0;1209.0;40.0;1321.0;644.0;14.7;56.2;0.9341
1083128400;0.5;856.0;33.0;2.5;619.0;29.0;1191.0;39.0;1345.0;677.0;16.3;52.8;0.9722
1083132000;1.1;1030.0;95.0;7.5;880.0;76.0;892.0;69.0;1539.0;996.0;13.9;60.7;0.9597
1083135600;5.5;1689.0;754.0;30.4;1560.0;321.0;529.0;104.0;2396.0;1736.0;15.0;58.3;0.9876
1083139200;4.2;1486.0;588.0;22.0;1351.0;274.0;571.0;100.0;2112.0;1692.0;16.1;54.8;0.996
1083142800;4.6;1592.0;658.0;24.7;1423.0;322.0;577.0;146.0;2155.0;2108.0;19.3;46.4;1.0248
1083146400;3.4;1469.0;372.0;18.4;1252.0;255.0;692.0;155.0;1903.0;1807.0;24.2;33.8;1.0097
1083150000;2.8;1364.0;386.0;16.8;1205.0;196.0;723.0;139.0;1850.0;1566.0;26.7;28.7;0.9895
1083153600;2.5;1285.0;333.0;14.2;1123.0;136.0;755.0;121.0;1741.0;1293.0;27.4;28.2;1.0098
1083157200;2.4;1311.0;293.0;15.7;1170.0;119.0;748.0;108.0;1787.0;1219.0;28.1;26.9;1.0094
1083160800;3.2;1416.0;511.0;21.9;1348.0;169.0;684.0;126.0;1969.0;1330.0;27.7;26.5;0.9693
1083164400;3.5;1387.0;559.0;20.8;1318.0;197.0;701.0;145.0;1890.0;1299.0;28.4;23.4;0.8935
1083168000;2.9;1329.0;375.0;16.2;1185.0;140.0;768.0;121.0;1750.0;1111.0;28.4;26.0;0.9922
1083171600;3.6;1496.0;509.0;19.8;1292.0;178.0;680.0;145.0;1878.0;1300.0;27.3;30.0;1.0752
1083175200;4.8;1676.0;790.0;28.9;1525.0;223.0;567.0;160.0;2226.0;1653.0;24.3;37.3;1.1199
1083178800;5.4;1724.0;816.0;28.3;1510.0;222.0;562.0;155.0;2252.0;1716.0;23.1;42.2;1.1746
1083182400;5.3;1642.0;804.0;24.9;1426.0;265.0;597.0;162.0;2117.0;1720.0;21.8;43.6;1.1226
1083186000;2.7;1267.0;332.0;13.1;1088.0;151.0;764.0;129.0;1740.0;1339.0;19.8;46.8;1.0702
1083189600;1.4;1146.0;156.0;8.6;923.0;79.0;845.0;96.0;1575.0;1166.0;19.6;49.8;1.1221
1083193200;1.6;1216.0;143.0;9.5;960.0;87.0;788.0;92.0;1662.0;1256.0;17.9;56.2;1.142
1083196800;1.5;1128.0;117.0;7.8;891.0;88.0;838.0;89.0;1574.0;1125.0;17.4;55.6;1.0963
1083200400;1.0;1042.0;84.0;5.2;772.0;51.0;923.0;61.0;1495.0;968.0;16.8;59.5;1.1269
1083204000;0.6;926.0;60.0;2.8;639.0;34.0;1115.0;54.0;1409.0;814.0;15.9;60.1;1.0806
1083207600;0.4;898.0;76.0;2.3;608.0;-200.0;1154.0;-200.0;1386.0;743.0;15.6;61.2;1.0784
1083211200;-200.0;889.0;40.0;2.5;617.0;31.0;1168.0;44.0;1382.0;758.0;14.6;63.4;1.0446
1083214800;0.8;959.0;64.0;4.4;734.0;76.0;1038.0;57.0;1470.0;861.0;13.3;67.0;1.0203
1083218400;1.5;1097.0;148.0;9.4;956.0;139.0;827.0;68.0;1620.0;1047.0;12.9;66.5;0.9846
1083222000;4.9;1674.0;635.0;29.8;1547.0;293.0;539.0;95.0;2405.0;1665.0;14.8;61.3;1.0237
1083225600;7.2;1771.0;1129.0;36.2;1690.0;368.0;461.0;125.0;2572.0;1982.0;16.1;56.5;1.0274
1083229200;3.5;1408.0;475.0;18.0;1241.0;250.0;648.0;135.0;1886.0;1711.0;18.6;47.8;1.0143
1083232800;2.1;1156.0;220.0;10.9;1009.0;145.0;875.0;118.0;1583.0;1204.0;23.8;30.2;0.8771
1083236400;1.5;1042.0;105.0;9.0;941.0;110.0;971.0;91.0;1491.0;871.0;25.4;25.0;0.7966
1083240000;2.0;1167.0;190.0;14.4;1128.0;104.0;829.0;89.0;1716.0;1040.0;25.6;25.5;0.8234
1083243600;3.8;1398.0;516.0;22.3;1360.0;205.0;656.0;129.0;2037.0;1439.0;24.9;29.9;0.9325
1083247200;3.4;1458.0;346.0;20.9;1321.0;201.0;654.0;122.0;2023.0;1516.0;22.4;37.9;1.016
1083250800;4.4;1554.0;565.0;23.1;1379.0;266.0;614.0;138.0;2151.0;1693.0;21.7;44.0;1.1242
1083254400;3.9;1495.0;483.0;21.2;1331.0;246.0;615.0;136.0;2069.0;1635.0;21.4;44.4;1.1176
1083258000;4.9;1560.0;651.0;24.8;1424.0;247.0;579.0;143.0;2176.0;1688.0;20.8;45.3;1.1016
1083261600;5.4;1664.0;657.0;28.6;1519.0;271.0;553.0;145.0;2312.0;1820.0;20.2;48.6;1.1354
1083265200;6.5;1761.0;830.0;32.6;1610.0;332.0;502.0;146.0;2488.0;2006.0;20.2;50.8;1.1924
1083268800;4.3;1524.0;435.0;19.2;1275.0;245.0;608.0;122.0;2046.0;1740.0;18.6;57.6;1.2233
1083272400;2.9;1398.0;209.0;16.3;1189.0;180.0;646.0;112.0;1931.0;1577.0;18.2;58.8;1.2173
1083276000;2.7;1342.0;202.0;13.7;1106.0;156.0;694.0;102.0;1856.0;1443.0;17.8;61.0;1.2352
1083279600;2.8;1433.0;174.0;13.6;1104.0;172.0;681.0;97.0;1876.0;1411.0;17.0;70.7;1.3554
1083283200;2.3;1297.0;170.0;11.1;1019.0;137.0;733.0;85.0;1823.0;1217.0;16.2;76.9;1.4051
1083286800;1.7;1179.0;116.0;7.6;884.0;91.0;830.0;76.0;1696.0;1086.0;15.7;78.6;1.3943
1083290400;1.2;1097.0;91.0;5.9;809.0;80.0;897.0;74.0;1628.0;1050.0;15.7;78.4;1.3917
1083294000;1.0;1054.0;71.0;5.0;761.0;-200.0;963.0;-200.0;1598.0;965.0;15.7;77.4;1.3683
1083297600;-200.0;1017.0;59.0;4.0;711.0;46.0;1009.0;56.0;1554.0;906.0;15.4;78.5;1.3635
1083301200;0.8;1005.0;48.0;4.5;738.0;68.0;1005.0;66.0;1563.0;917.0;15.7;74.7;1.3194
1083304800;1.7;1206.0;111.0;9.3;949.0;162.0;818.0;90.0;1771.0;1116.0;15.9;73.1;1.3136
1083308400;3.0;1458.0;345.0;18.3;1249.0;213.0;662.0;111.0;2033.0;1380.0;16.6;68.2;1.2737
1083312000;3.4;1405.0;332.0;19.9;1295.0;161.0;638.0;103.0;2065.0;1378.0;18.7;57.6;1.2323
1083315600;3.3;1381.0;344.0;16.6;1199.0;209.0;685.0;117.0;1970.0;1365.0;17.6;65.0;1.2945
1083319200;2.7;1315.0;212.0;12.6;1072.0;191.0;736.0;116.0;1833.0;1273.0;16.3;73.2;1.3458
1083322800;2.6;1332.0;166.0;12.9;1082.0;215.0;707.0;109.0;1889.0;1242.0;16.0;78.5;1.4209
1083326400;3.2;1362.0;214.0;14.9;1145.0;212.0;673.0;116.0;1973.0;1294.0;17.3;72.4;1.4125
1083330000;3.4;1399.0;377.0;17.4;1222.0;202.0;643.0;115.0;2061.0;1413.0;19.4;60.9;1.3545
1083333600;2.6;1310.0;210.0;15.4;1160.0;153.0;695.0;94.0;1939.0;1224.0;21.4;50.9;1.2823
1083337200;3.4;1399.0;265.0;16.7;1201.0;185.0;699.0;121.0;1971.0;1318.0;22.7;45.8;1.2465
1083340800;4.0;1524.0;365.0;18.0;1239.0;210.0;644.0;114.0;2139.0;1404.0;20.9;60.8;1.4852
1083344400;4.5;1487.0;454.0;19.2;1274.0;215.0;641.0;110.0;2133.0;1471.0;21.0;54.3;1.3353
1083348000;4.2;1480.0;460.0;21.0;1324.0;215.0;622.0;122.0;2162.0;1623.0;20.8;54.4;1.3194
1083351600;5.7;1626.0;642.0;26.9;1476.0;281.0;555.0;135.0;2356.0;1786.0;19.8;58.6;1.3392
1083355200;4.4;1449.0;501.0;19.5;1282.0;254.0;625.0;133.0;2100.0;1569.0;19.1;61.1;1.3345
1083358800;3.1;1363.0;234.0;15.1;1152.0;189.0;684.0;110.0;1951.0;1495.0;18.2;65.4;1.3529
1083362400;3.0;1371.0;212.0;14.6;1136.0;174.0;689.0;102.0;1927.0;1471.0;18.1;66.1;1.3579
1083366000;3.1;1406.0;275.0;13.7;1107.0;167.0;718.0;108.0;1872.0;1384.0;17.7;66.9;1.3422
1083369600;3.5;1425.0;275.0;15.2;1155.0;185.0;709.0;110.0;1936.0;1789.0;17.8;66.8;1.346
1083373200;2.4;1179.0;-200.0;9.3;951.0;129.0;826.0;84.0;1724.0;1323.0;17.3;68.3;1.3346
1083376800;1.6;1047.0;-200.0;6.5;833.0;85.0;939.0;71.0;1647.0;1081.0;16.5;70.2;1.3099
1083380400;1.3;1009.0;-200.0;6.3;825.0;-200.0;950.0;-200.0;1629.0;938.0;15.7;73.1;1.2902
1083384000;-200.0;882.0;-200.0;3.5;685.0;35.0;1134.0;42.0;1492.0;673.0;16.2;69.9;1.2756
1083387600;0.6;858.0;-200.0;2.6;624.0;24.0;1205.0;32.0;1434.0;543.0;16.7;67.1;1.2619
1083391200;0.7;875.0;-200.0;3.1;659.0;30.0;1180.0;35.0;1452.0;561.0;16.7;66.9;1.2631
1083394800;1.2;1012.0;-200.0;6.5;833.0;75.0;916.0;67.0;1632.0;862.0;16.9;66.5;1.2688
1083398400;1.5;1049.0;-200.0;6.5;836.0;79.0;926.0;73.0;1615.0;901.0;17.7;62.0;1.2458
1083402000;1.8;1131.0;-200.0;8.8;932.0;104.0;854.0;86.0;1693.0;1048.0;19.4;54.6;1.2184
1083405600;2.1;1120.0;-200.0;8.8;931.0;118.0;886.0;89.0;1652.0;971.0;21.6;46.1;1.1725
1083409200;1.9;1117.0;-200.0;9.2;946.0;105.0;909.0;86.0;1657.0;915.0;24.6;36.7;1.1202
1083412800;2.0;1110.0;-200.0;9.2;948.0;101.0;901.0;86.0;1632.0;891.0;26.0;31.9;1.0566
1083416400;1.3;962.0;-200.0;6.1;816.0;65.0;1044.0;66.0;1489.0;628.0;25.6;31.5;1.0184
1083420000;1.3;963.0;-200.0;6.5;835.0;59.0;1029.0;68.0;1495.0;556.0;24.8;34.8;1.0716
1083423600;1.8;1050.0;-200.0;9.2;948.0;80.0;928.0;82.0;1584.0;652.0;26.1;30.3;1.0101
1083427200;2.0;1053.0;-200.0;8.3;911.0;98.0;949.0;91.0;1603.0;683.0;25.5;33.5;1.0767
1083430800;1.8;1045.0;-200.0;8.3;910.0;89.0;948.0;95.0;1598.0;624.0;23.7;37.2;1.0746
1083434400;2.4;1124.0;-200.0;11.0;1013.0;114.0;849.0;104.0;1676.0;733.0;22.3;38.9;1.0324
1083438000;4.0;1330.0;-200.0;14.7;1140.0;195.0;759.0;131.0;1780.0;1062.0;20.7;42.8;1.0298
1083441600;2.8;1171.0;-200.0;10.8;1006.0;156.0;835.0;112.0;1674.0;988.0;19.0;51.7;1.1222
1083445200;2.0;1085.0;-200.0;9.4;954.0;109.0;866.0;100.0;1656.0;871.0;17.8;55.5;1.1174
1083448800;3.6;1358.0;-200.0;14.8;1144.0;184.0;727.0;115.0;1851.0;1243.0;17.4;57.6;1.1342
1083452400;3.7;1385.0;-200.0;13.3;1094.0;190.0;765.0;129.0;1769.0;1175.0;17.6;58.5;1.1645
1083456000;2.3;1167.0;-200.0;8.4;914.0;105.0;876.0;99.0;1599.0;1126.0;17.2;59.3;1.1551
1083459600;1.8;1072.0;-200.0;7.9;894.0;76.0;893.0;74.0;1646.0;1118.0;17.1;60.4;1.1633
1083463200;0.9;938.0;-200.0;5.5;789.0;38.0;989.0;55.0;1536.0;864.0;16.4;62.2;1.1507
1083466800;1.6;1000.0;-200.0;6.6;838.0;-200.0;910.0;-200.0;1580.0;942.0;14.8;67.6;1.1352
1083470400;-200.0;854.0;-200.0;3.3;670.0;26.0;1141.0;35.0;1460.0;684.0;14.8;65.8;1.1028
1083474000;0.6;815.0;-200.0;2.6;628.0;33.0;1212.0;37.0;1426.0;689.0;14.7;65.2;1.0811
1083477600;0.7;866.0;-200.0;3.6;689.0;57.0;1138.0;45.0;1456.0;767.0;13.1;70.2;1.0554
1083481200;0.8;911.0;-200.0;4.8;751.0;48.0;1036.0;46.0;1518.0;817.0;14.3;66.2;1.0728
1083484800;1.2;988.0;-200.0;5.9;806.0;87.0;951.0;68.0;1568.0;940.0;16.0;61.6;1.1083
1083488400;1.4;1046.0;-200.0;6.9;851.0;94.0;920.0;77.0;1595.0;908.0;17.7;56.4;1.1342
1083492000;1.6;1085.0;-200.0;8.5;918.0;89.0;890.0;79.0;1639.0;871.0;21.3;44.7;1.1157
1083495600;1.3;1008.0;-200.0;6.1;816.0;78.0;1015.0;72.0;1531.0;689.0;23.6;36.4;1.0431
1083499200;1.3;1004.0;-200.0;6.2;821.0;72.0;1031.0;68.0;1510.0;629.0;24.3;34.0;1.0149
1083502800;1.1;948.0;-200.0;4.8;754.0;64.0;1086.0;64.0;1436.0;602.0;24.4;32.7;0.9863
1083506400;1.2;1026.0;-200.0;6.8;847.0;70.0;1010.0;73.0;1519.0;617.0;24.6;31.7;0.9647
1083510000;1.5;1047.0;-200.0;7.0;859.0;92.0;948.0;84.0;1538.0;677.0;23.9;34.3;1.002
1083513600;1.1;1018.0;-200.0;5.5;790.0;69.0;1047.0;67.0;1443.0;580.0;25.9;28.1;0.9258
1083517200;1.9;1160.0;-200.0;9.5;957.0;131.0;884.0;106.0;1637.0;861.0;24.5;32.3;0.9815
1083520800;2.3;1269.0;-200.0;11.9;1047.0;144.0;809.0;114.0;1721.0;1080.0;22.6;39.3;1.06
1083524400;3.3;1394.0;-200.0;13.8;1111.0;209.0;736.0;123.0;1853.0;1288.0;21.2;47.5;1.1828
1083528000;2.6;1292.0;-200.0;10.7;1003.0;170.0;789.0;108.0;1753.0;1163.0;19.9;54.9;1.2632
1083531600;2.2;1212.0;-200.0;9.7;966.0;152.0;840.0;100.0;1691.0;1043.0;19.4;52.1;1.1642
1083535200;2.3;1137.0;-200.0;10.2;985.0;171.0;858.0;118.0;1607.0;1045.0;19.4;42.6;0.9485
1083538800;2.0;1080.0;-200.0;8.3;910.0;153.0;923.0;121.0;1548.0;929.0;19.1;44.1;0.966
1083542400;1.6;1031.0;-200.0;7.1;861.0;97.0;903.0;94.0;1534.0;825.0;18.0;49.3;1.0086
1083546000;0.8;917.0;-200.0;3.0;654.0;37.0;1169.0;52.0;1414.0;545.0;17.6;54.6;1.0918
1083549600;0.6;888.0;-200.0;2.2;598.0;26.0;1228.0;39.0;1397.0;500.0;16.4;62.1;1.1493
1083553200;0.4;872.0;-200.0;1.7;564.0;-200.0;1284.0;-200.0;1385.0;494.0;15.6;65.3;1.1484
1083556800;-200.0;876.0;-200.0;1.5;547.0;25.0;1256.0;33.0;1351.0;505.0;16.0;61.4;1.1043
1083560400;0.7;964.0;-200.0;3.7;697.0;61.0;1067.0;57.0;1516.0;717.0;15.8;64.3;1.1416
1083564000;1.3;1147.0;-200.0;8.2;906.0;152.0;815.0;80.0;1687.0;1126.0;16.0;65.8;1.1844
1083567600;3.4;1493.0;-200.0;21.1;1328.0;283.0;577.0;101.0;2193.0;1597.0;16.8;62.5;1.1869
1083571200;4.7;1597.0;-200.0;26.5;1466.0;320.0;518.0;109.0;2400.0;1687.0;16.9;66.1;1.2613
1083574800;3.4;1483.0;-200.0;17.4;1222.0;318.0;597.0;109.0;2054.0;1529.0;17.4;68.9;1.3557
1083578400;2.5;1222.0;-200.0;12.9;1080.0;201.0;742.0;111.0;1755.0;1366.0;21.4;45.0;1.1291
1083582000;2.0;1060.0;-200.0;10.9;1010.0;135.0;858.0;102.0;1623.0;1074.0;23.9;30.7;0.9002
1083585600;1.9;1048.0;-200.0;11.0;1013.0;127.0;886.0;96.0;1584.0;940.0;26.8;25.2;0.8721
1083589200;1.7;1051.0;-200.0;10.8;1008.0;102.0;911.0;90.0;1561.0;921.0;28.4;23.6;0.8983
1083592800;1.4;998.0;-200.0;10.0;977.0;74.0;947.0;69.0;1496.0;695.0;30.3;20.1;0.8539
1083596400;1.5;1058.0;-200.0;11.2;1023.0;81.0;896.0;74.0;1580.0;795.0;30.9;19.7;0.8649
1083600000;2.4;1203.0;-200.0;16.8;1204.0;129.0;790.0;102.0;1744.0;1079.0;30.2;20.5;0.8672
1083603600;3.9;1491.0;-200.0;23.6;1392.0;190.0;630.0;128.0;2149.0;1473.0;26.4;34.6;1.1724
1083607200;4.2;1467.0;-200.0;23.3;1385.0;192.0;623.0;130.0;2084.0;1493.0;24.9;39.4;1.2268
1083610800;3.7;1407.0;-200.0;19.4;1279.0;163.0;660.0;120.0;2009.0;1308.0;23.5;43.7;1.2484
1083614400;3.2;1324.0;-200.0;13.1;1086.0;149.0;692.0;113.0;1903.0;1189.0;19.3;63.1;1.4028
1083618000;2.0;1214.0;-200.0;9.8;970.0;119.0;777.0;100.0;1771.0;1076.0;18.7;64.6;1.3836
1083621600;1.1;1016.0;-200.0;5.3;780.0;61.0;967.0;70.0;1566.0;806.0;19.5;57.1;1.2806
1083625200;1.5;1135.0;-200.0;6.7;842.0;84.0;872.0;83.0;1653.0;973.0;18.9;62.5;1.3521
1083628800;1.3;1065.0;-200.0;5.5;789.0;79.0;936.0;81.0;1620.0;929.0;18.4;65.8;1.3802
1083632400;1.0;999.0;-200.0;3.7;692.0;58.0;1038.0;69.0;1588.0;778.0;16.4;79.2;1.4681
1083636000;0.6;911.0;-200.0;2.2;599.0;32.0;1189.0;48.0;1517.0;633.0;16.1;80.0;1.4562
1083639600;0.4;873.0;-200.0;1.5;545.0;-200.0;1308.0;-200.0;1471.0;497.0;15.6;81.0;1.4302
1083643200;-200.0;881.0;-200.0;1.5;546.0;21.0;1335.0;28.0;1465.0;458.0;15.6;81.0;1.4216
